chr	start	end	nCG	meanMethy1	meanMethy2
chr4	107293937	107294044	11	0.409881626282905	0.871073542014946
chr7	77939518	77939669	8	0.875786509474675	0.254001371952389
chr9	43203769	43203874	10	0.386156897667096	0.917786998038511
chr14	70255150	70255283	13	0.658852648440095	0.189316233547849
chr9	48436205	48436551	10	0.702883172257187	0.170442806268602
LNAT02007300	1633	2352	11	0.596896116982228	0.106219532786895
chr6	81117092	81117349	10	0.622859283823937	0.094916519645054
chr17	17537126	17537493	10	0.77176169163918	0.239722303023682
chr1	83117116	83117192	8	0.756661767668022	0.118881633148815
chr14	93053047	93053265	12	0.757404129429696	0.277532287221196
chr10	12009694	12009751	6	0.825873883781254	0.0771862521958069
chr9	96100178	96100633	10	0.702155912402528	0.129077112469596
chr14	61152773	61152960	11	0.369539875404427	0.882894748617896
chr13	35808646	35808831	11	0.167678098470503	0.697017969826825
chr1	114264451	114264675	10	0.639521544619521	0.121671823325372
chr6	44288096	44288382	12	0.22446701645876	0.712363951811434
chr2	122305357	122305952	8	0.711443611170818	0.130062865286461
chr14	11205370	11205519	11	0.879369544740121	0.362649425706604
chr5	119343683	119344081	10	0.284443070547121	0.818739160245474
chr7	37572873	37573045	10	0.350359576520889	0.865354427295244
chr3	87034020	87034329	8	0.298370132058965	0.89443273381139
chr10	56733584	56733756	12	0.344264173653384	0.817352490559372
chr3	7707589	7707914	10	0.76260294023474	0.213141557769845
chr2	135844480	135844842	10	0.274402349732348	0.824871007085373
chr12	58021145	58021525	10	0.519430299428696	0.0339204180883954
chr2	65377384	65377620	9	0.716481660246206	0.12781987350083
chr18	33658583	33658645	12	0.678446213406215	0.196604860330245
chr6	122577345	122577547	10	0.844734852841346	0.301887312061492
chr1	118309007	118309157	10	0.770143355691026	0.17119972127491
chr10	41753166	41753444	11	0.641393369696722	0.140562970312253
LNAT02007906	6159	6494	8	0.270428677551453	0.903164004789193
chr14	36792652	36792893	9	0.861757900609769	0.270206299449856
chr17	23885626	23885929	11	0.273995100363603	0.798019891121442
chr8	93144377	93144709	11	0.362604060435425	0.855043990060333
chr3	105344673	105345028	9	0.298457817558745	0.871179144525426
chr10	57317670	57318172	10	0.865801292309617	0.337721418063982
chr16	53033380	53033571	12	0.269829242833711	0.768222558105565
chr16	43894702	43894830	12	0.346279529851663	0.829568244508386
chr6	102237898	102238035	11	0.70670643015937	0.217552898986706
chr2	182468427	182468510	8	0.225002423269498	0.857707826948606
chr1	81990939	81991510	10	0.101796605745333	0.624144539875311
chr3	28425625	28425898	10	0.347497750418076	0.87322139489943
chr11	95587863	95588409	8	0.727098841444891	0.125543802164778
chr8	60697656	60697798	11	0.354756895068405	0.85042210798959
chr1	193403712	193404146	9	0.847351676183721	0.26608753279537
chr13	31329876	31330070	11	0.441938108129872	0.898633661661648
chr10	90156504	90156691	10	0.25853746018432	0.828228306480752
chr3	89667355	89667631	8	0.830863044922139	0.180790019723916
chr9	103088743	103088867	11	0.592787091231927	0.128005964551596
chr8	39568389	39568821	9	0.379522883477139	0.916523510654117
chrX	79818700	79818829	12	0.668497326217563	0.154759135180998
chr13	80571266	80571446	13	0.225681584103507	0.732268170384591
chr1	44939793	44939953	10	0.644328236654896	0.104280609034822
chr2	1049247	1049543	12	0.589991703645266	0.103712828836758
chr8	49358269	49358554	11	0.427415172764474	0.895823455150551
chr20	15527792	15528042	10	0.639581482982241	0.0953742784774993
chr12	4298843	4299250	10	0.754832408989895	0.200411442668001
chr12	73867153	73867425	10	0.57298004312982	0.0592688201857379
chr13	86206574	86206764	10	0.723636175742685	0.161870387694479
chr3	62806716	62806932	8	0.669836519717111	0.0631084823646128
chr2	195644624	195644705	10	0.799063291019009	0.252392939580584
chr16	36831574	36831788	10	0.374491087773525	0.888730793542202
chr3	18621581	18621999	11	0.673892903193883	0.160499556648474
chr15	29208283	29208401	12	0.394354961625295	0.879808929311565
chr10	57243687	57244057	6	0.824977981762549	0.159640006518758
chr8	98526767	98527001	10	0.252255623138156	0.833787665973108
chr2	80354598	80354976	10	0.333846560548589	0.850804744970939
chrX	529052	529159	12	0.769836966313326	0.282802096393862
chr16	36554887	36554986	12	0.811649305205138	0.312047856071382
chr17	17336882	17337069	11	0.783815827416599	0.279150517763041
chr14	10081882	10082109	8	0.353603249875247	0.935446684522778
chr12	75441073	75441474	10	0.264034566883279	0.807431236218993
chr8	52692212	52692800	7	0.732540084603786	0.0671479573197581
chr11	15157874	15158168	10	0.381777789309364	0.87852594954076
chr2	86286464	86286879	10	0.298388754721942	0.866737046049456
chr11	4252494	4252779	11	0.372089147941435	0.872062739657451
chr15	23215808	23216111	11	0.285526043007811	0.774747342530917
chr13	14890351	14890539	11	0.769951964632288	0.23465896608479
chr6	93333684	93333867	8	0.722609849556755	0.0993070702447256
chr6	27034893	27035023	12	0.766256835816888	0.254193724717362
chr2	40962507	40962750	11	0.759516895531102	0.254748626754199
chr1	59547739	59547990	10	0.591047331207691	0.0898841345910377
chr12	49868520	49868671	10	0.668667201425963	0.107452831831346
chr6	27593862	27594069	10	0.826757554121885	0.258525305657962
chr14	91560248	91560527	8	0.648927023787539	0.0654460605644404
chr6	98346632	98346782	10	0.1977084248585	0.757809234755426
chr15	75815989	75816368	10	0.653842157280833	0.14004508652975
chr4	70500898	70501041	10	0.258145254550324	0.805563513486978
chr5	33261752	33261916	8	0.308143031070433	0.913952797304515
chr16	1316401	1316620	10	0.673452940922284	0.130566412580868
chr8	36213216	36213519	6	0.71548487637945	0.0399857876804089
chr6	98915498	98915723	11	0.328921946087995	0.820317956728378
chr8	62194600	62194873	11	0.812997519157432	0.300994935089383
chr10	41403837	41404039	11	0.652013733745184	0.152437548489986
chr14	49527687	49527978	10	0.303477321005083	0.825544618368425
chr6	51901587	51901809	6	0.737950076951589	0.0507573696995444
chr1	75878260	75878605	9	0.775835978503263	0.203766743821588
chrX	52566166	52566378	11	0.221534065907686	0.759336679399792
chr3	115005658	115005844	10	0.254391777815034	0.810561084431655
chr6	111739139	111739352	8	0.213773216519243	0.839881374819812
chr5	60588561	60589070	9	0.209273255116609	0.75398051630953
chr13	30065330	30065435	12	0.754423415882422	0.261766236943639
chr15	61730544	61730630	6	0.782966996998922	0.0681344550800096
chr2	85593588	85593736	8	0.740590396851566	0.120330375564242
chr1	91857057	91857112	6	0.237245750736888	0.958736825268172
chr13	60082763	60082976	8	0.105341826805839	0.720983746502983
chr5	61027477	61027687	10	0.624822204459394	0.0885969976832163
chr7	128975310	128975612	11	0.489435080316164	0.933644861286741
chr3	12478347	12478734	8	0.608705584643289	0.0534894095071774
chr11	99289331	99289632	10	0.280858078262477	0.832185087202568
chr5	72595892	72596177	11	0.554899843455821	0.0785659346687721
chr5	19366524	19366647	11	0.340227709632389	0.835688855737018
chr2	22964699	22964892	11	0.408529313592331	0.882792922187477
chr9	81324953	81325207	8	0.643608529275079	0.0630868795782486
chr19	27551898	27552368	9	0.312136445233967	0.861676929532972
chr11	7098793	7099177	8	0.754208462085114	0.159245297053454
chr1	123288276	123288554	10	0.403845874414297	0.905330569681898
chr11	26168400	26168498	12	0.605900850622064	0.125440449200266
chr9	35338911	35339105	10	0.685375245520836	0.1518674247702
chr14	89858631	89858797	11	0.383210837893001	0.85950371194652
chr18	16850563	16850921	10	0.562490331168312	0.0642170146603798
chr3	116264721	116264972	8	0.331833033175196	0.909378759181078
chr6	41627603	41627690	10	0.353719525290459	0.90403997255611
chr6	25385706	25385970	10	0.294305894787629	0.848857513520883
chr14	39872742	39873245	11	0.19102559245507	0.701292956738134
chr13	37239445	37239536	11	0.0452102657881356	0.481692146725611
chr5	25539442	25539524	12	0.361770604117091	0.849806646711444
chr9	33293139	33293369	10	0.302360256205565	0.857904367431033
chr12	32392033	32392272	8	0.805719258598886	0.173665307279587
chr2	9809151	9809310	12	0.697537495007331	0.19436600873782
chr2	6556248	6556352	12	0.586172710077236	0.111440513875584
chr7	58077734	58077798	12	0.684989525726799	0.200997153642646
chr11	48411767	48412013	8	0.128359130022324	0.723528011378587
chr14	49162346	49162840	10	0.326995652510227	0.867512555963949
chr10	99186516	99186754	10	0.633917767141496	0.0982157398408421
chr13	49424280	49424373	11	0.658874441610745	0.171690739886979
chr10	85230359	85230731	10	0.366240438270671	0.885667237472745
chr2	131520381	131520678	8	0.335777676808648	0.896173035586421
chr15	31585204	31585511	8	0.248500756347857	0.86127555429693
chr5	49607485	49607769	6	0.769161802610281	0.0712654198639288
chr4	56299525	56299708	12	0.167404332449881	0.68185479787552
chr8	53745870	53746127	11	0.367911099215596	0.859122793497193
chr8	88771490	88771691	6	0.881354813871058	0.161613389109435
chr11	46622134	46622347	6	0.68058331790165	0.0242656166332464
chr4	32599495	32599783	8	0.223043864925084	0.846492714970427
chr12	8178596	8178764	10	0.432347651553964	0.927140176133937
chr14	61163637	61163857	10	0.270312439013488	0.817453334951849
chr13	8978823	8979138	9	0.164660333257383	0.713257747212637
chr1	164186919	164187100	8	0.854853611682648	0.252519461415099
chr3	47723328	47723576	11	0.424597519755925	0.895211877778356
chr14	3082951	3083208	11	0.390093470725315	0.846976257966297
chr2	127608864	127609118	10	0.0773401174103221	0.59989919203058
chr2	117102655	117102987	10	0.793683196442134	0.246019275302455
chr3	61210006	61210644	10	0.57151547345191	0.0829078733412016
chr2	14312988	14313218	11	0.627161303681922	0.135087356076638
chr14	94053881	94054138	10	0.321351543159657	0.839210749322155
chr2	196023934	196023999	10	0.301455267580373	0.851526477516488
chr2	149667273	149667389	10	0.706138762640944	0.170432187755648
chr1	183630888	183631089	12	0.739643231915234	0.257728007785607
chr5	9972570	9972813	12	0.282645591185877	0.767180312654829
chr11	77388451	77388673	10	0.369699785341833	0.888379638946857
chr9	96244211	96244377	10	0.813634389099672	0.262987228709865
chr4	84612726	84612799	11	0.785472317211539	0.145158337147601
chr7	73880892	73881036	8	0.813867935190728	0.189183000900235
chr20	9776165	9776670	9	0.578961313030338	0.0563208160733469
chr11	12300399	12300480	12	0.227187172851857	0.729757975014437
chr13	5492521	5492610	10	0.343190199475948	0.908185778590604
chr3	89801804	89802009	11	0.400482673082717	0.864670606305017
chrX	80771512	80771655	8	0.814872650051543	0.165913300173026
chr10	108004137	108004611	8	0.198053717590027	0.805017260304998
chr11	84512226	84512816	10	0.350633515518082	0.867657550918923
chrX	35818134	35818357	10	0.81603909591962	0.20615849371564
chr13	69798399	69798649	10	0.728922320159423	0.197483865217227
chr4	101279805	101280352	6	0.766025274104795	0.0886931376735654
chr1	158509050	158509194	10	0.540822838627814	0.0348902295115649
chr19	5630390	5630581	10	0.21306091899904	0.737554830987906
chr7	23188977	23189051	6	0.756064072767761	0.0260598928647439
chr4	124831952	124832327	10	0.204572322302461	0.747705441540435
chr9	61665945	61666088	11	0.666800873763224	0.140714498214003
chr1	81705066	81705305	10	0.297114421962418	0.820272998979114
chr12	56113330	56113488	11	0.348356768998122	0.829744908140476
chr18	21331385	21331662	10	0.702021114645066	0.191697681183511
chr7	65153111	65153254	10	0.361445881618449	0.907677470147926
chr6	27062990	27063097	8	0.823229630792399	0.185196179391623
chr8	126214291	126214443	11	0.289371767066462	0.776743326960457
chr12	55228055	55228299	10	0.327083526594414	0.884639930426366
chr6	98494697	98495018	11	0.380425448636196	0.882298377645814
chr1	14555806	14555980	6	0.780911466631579	0.0774342734277552
chr4	9704681	9705056	8	0.213138270450836	0.766034422482763
chr9	36727758	36727987	10	0.761973859538473	0.213885875436728
chr1	167144778	167144914	10	0.381635827065754	0.923758690845689
LNAT02003746	1017	1303	10	0.280116813654918	0.817456546467115
chr1	90603492	90603989	8	0.180767567694247	0.809156964590775
chr8	117139119	117139499	11	0.26739450340368	0.771687584848615
chr10	12540321	12540543	10	0.763574193640332	0.229526268181347
chr2	118305779	118306068	8	0.645712727363256	0.0724284364488378
chr6	30913173	30913290	10	0.616101962518194	0.0961387242377935
chr15	30682763	30682908	10	0.57515630065817	0.0714453886071368
chr6	60872278	60872533	11	0.83381552728161	0.344020036053446
chr6	3093884	3094180	10	0.399706316200668	0.909317459073965
chr1	144235918	144236211	10	0.736237742214801	0.175346106565139
chr11	29870595	29870670	12	0.787769410282927	0.301731282935215
chr1	37406358	37406840	8	0.638040332689052	0.0623795805365543
chr4	34794949	34795273	10	0.214702435046683	0.800238192403723
chr12	46289830	46289997	8	0.73666517442595	0.0734851223647761
chr5	35386215	35386414	6	0.834130198450772	0.129198596138538
chr11	15308869	15309220	10	0.696602636530096	0.126510482428368
chr15	31276330	31276649	11	0.705105723083401	0.15028632668982
chr16	872086	872225	11	0.421559149344786	0.877563226159619
chr14	49512037	49512098	6	0.777255564162469	0.0560870631417292
chr3	37689403	37689594	12	0.360283763957137	0.843617659662503
chr2	196261871	196261989	10	0.673018422260273	0.134832164368112
chr7	135393812	135394316	10	0.720677257113469	0.203231217205507
chr1	153002586	153002748	8	0.783859618095332	0.151969379087509
chr5	101308412	101308689	8	0.71983735142626	0.0975039815600708
chr5	82071502	82072093	10	0.793434638168445	0.233540989192029
chr1	193521553	193521697	6	0.831016900305366	0.113325710032257
chr5	85050800	85050916	8	0.714712582114608	0.0856013619721233
chrX	80770732	80770868	11	0.571912313462171	0.0857374927643731
LNAT02007157	1225	1467	8	0.76447006313164	0.0680097576905428
chr6	59072328	59072444	11	0.431293140898276	0.893894517407113
chr16	2141561	2141936	8	0.751814329823571	0.152945187882594
chr4	140215495	140215906	12	0.583499161006154	0.0799195160762999
chr3	7638893	7639131	8	0.673628328304487	0.101135864267802
chr2	7388229	7388492	10	0.368506627916498	0.886853457957601
chr8	127539615	127539804	11	0.271175949447219	0.789428981203783
chrX	16820127	16820319	11	0.761908548450756	0.214045665604419
chr10	74373002	74373254	10	0.866554985818543	0.361233969922148
chr7	106870779	106871072	10	0.677835466879025	0.142907594795527
chr10	44760644	44760789	10	0.716384365094417	0.112578875634208
chr16	43728822	43728974	11	0.710802991034128	0.170835169723684
chr10	96102404	96102724	8	0.641274929041223	0.0828668459241296
chr1	128124324	128124572	10	0.756375980241089	0.235378077114021
chr10	109359471	109359696	10	0.680926762239748	0.136521423780582
chr10	29920563	29920872	11	0.29458317673423	0.802845173354556
chr14	2377955	2378173	10	0.868559101291429	0.32060111032482
chr9	40048454	40048757	10	0.363459102819573	0.874508129404102
chr9	30979874	30980124	10	0.302996563016323	0.86034494756074
chr3	98654118	98654368	10	0.647749766857038	0.139351510934295
chr10	21293422	21293570	8	0.686056972891611	0.0549379414528576
chr9	10699913	10699994	12	0.747778174132803	0.270324354108501
chr10	32394117	32394241	10	0.669311498756597	0.127083288431119
chr5	130230237	130230397	8	0.749979924093934	0.113100993163207
chr13	42597239	42597576	11	0.371467376854745	0.871749388840645
chr10	33676480	33676763	10	0.727102579974362	0.207637474887197
chr4	126055450	126055624	10	0.690969951098139	0.146626937352744
chr11	10290252	10290498	9	0.651168597675764	0.0975611972309054
chr3	34874387	34874552	6	0.743987740105435	0.0528073384358301
chr10	94648980	94649125	8	0.828525149694939	0.213621696440308
chr11	80051834	80052014	10	0.179690543646946	0.736732624622922
chr4	91682137	91682371	10	0.413405608895209	0.901172185452245
chr15	42103048	42103283	10	0.33293872716145	0.851761605125544
chr14	103404557	103404746	10	0.789317905643922	0.248482246845136
chr12	43743380	43743569	11	0.694742816798275	0.209295001041875
chr2	143448632	143448913	11	0.761319270466516	0.26354077774911
chr7	8335214	8335572	10	0.715414812410234	0.182880645442331
chr20	8187041	8187272	10	0.760829797029371	0.21831691925314
chr1	126503411	126503665	11	0.794198206125372	0.238423062201494
chrX	8513007	8513080	10	0.325140922934394	0.88996232514209
chr6	109878835	109879073	10	0.783194866473709	0.247843719306327
chr9	18033325	18033451	11	0.787862816731654	0.277597546464305
chr16	1926458	1926720	10	0.225241869842303	0.749405158343755
chr8	9594313	9594537	10	0.731088037514204	0.172881375247739
chr13	33864377	33864489	11	0.44465325680372	0.886034651631371
chr14	54180629	54181070	9	0.63659262633077	0.100751110237956
chr18	22608723	22609173	10	0.302597920981374	0.783162213223156
chr2	107176299	107176512	8	0.692422029205135	0.101593258053577
chr4	120363084	120363206	4	0.888710491773804	0.0579658662017259
chr5	2521783	2521908	12	0.626615335970756	0.106206142942143
chr2	68320134	68320470	8	0.641309026299786	0.0784848605187893
chr1	179384461	179385414	10	0.647741192453235	0.063134228704775
chr11	75907100	75907373	8	0.347614536259803	0.914186981669596
chr6	37047010	37047129	10	0.389806472535477	0.924757267574835
chr10	72010601	72010768	12	0.278247404585559	0.778570385701585
chr16	45213387	45213558	10	0.843430787814963	0.303877584152174
chr3	44933637	44933874	8	0.164889238400221	0.787488448868749
chr3	57068719	57069004	9	0.743742158729022	0.156609452205317
chr5	85346993	85347174	8	0.698558795859196	0.092647315836124
chr16	49678077	49678514	10	0.73239446648291	0.23017770108245
chr9	62013646	62013785	8	0.682168004948255	0.0488029765014731
chr12	13414049	13414229	10	0.30047609064227	0.823301434982663
chr1	118177955	118178204	11	0.783332780702892	0.275358393813347
chr1	55239623	55239821	10	0.777958509093558	0.234221275816041
chr15	66352549	66352618	10	0.823822690864735	0.275480696252864
chr1	205003338	205003514	12	0.764215045111722	0.224378163981126
chr2	176406237	176406861	10	0.764484747167426	0.253699207412869
chr18	27103962	27104206	8	0.274238531510234	0.859716317941749
chr1	164543539	164543626	11	0.506810192141959	0.0723769946861657
chr3	122802369	122802551	10	0.24899172913975	0.830874763135319
chr18	13526684	13526865	10	0.374494668777443	0.891621824916421
chr10	61170454	61170764	10	0.7046072503752	0.149355113755006
LNAT02005364	23771	23991	8	0.797346088463445	0.200809371478461
chr18	11557435	11557544	10	0.759805809944402	0.179375832195027
chr8	3227728	3227860	10	0.26337206823177	0.794117604747169
chr1	108694153	108694408	11	0.441643718667053	0.910788661423396
chr2	37395196	37395543	11	0.398307565236925	0.86617353354429
chr2	65191517	65191650	10	0.517248510184934	0.0512753871997029
chr5	88668610	88668867	10	0.560796173710046	0.0758523911125495
chr7	38392456	38392754	10	0.645069492322083	0.118345854678352
chr14	9159805	9160021	8	0.302115227710152	0.890385135059126
chr1	119111275	119111536	11	0.750887882485072	0.257106704987168
chr1	104835583	104835999	10	0.677730123168133	0.163175417714135
chr10	34105238	34105540	10	0.631795450793009	0.11489330634815
chr7	55754096	55754278	10	0.227539997550507	0.759362415733381
chr6	22806813	22807201	8	0.705932488058958	0.128075043717583
chr1	165057541	165057988	10	0.835977270736829	0.301794927445635
chr15	3676871	3677279	10	0.249136563261579	0.806507997212199
chr4	72579718	72579876	11	0.799091335017044	0.23893312218997
chr13	31264587	31264732	10	0.660719093440408	0.136407374578659
chrX	67774074	67774308	6	0.870027217870129	0.098301248752286
chr12	8876909	8877759	10	0.541387825088087	0.0565632223403412
chr11	48080381	48080596	10	0.740863227090979	0.206901434709189
chr5	36763916	36764069	12	0.803623900137136	0.301560796981049
chr1	126042648	126043045	10	0.560158194644635	0.050583472950286
chr12	77495170	77495278	10	0.230715898471186	0.7809373069825
chr5	34488229	34488432	10	0.654831928990101	0.120200296978611
chr11	47478305	47478453	12	0.36209195077899	0.828495420719596
chr6	66848938	66849252	10	0.752479821024817	0.197053230974083
chr6	122960008	122960160	10	0.721798075380578	0.153040773419734
chr1	24537953	24538290	11	0.400472664059195	0.864993847452174
chrX	82853829	82854012	8	0.189067023407026	0.833492862684465
chr9	63486995	63487183	10	0.381335152844749	0.863448603129894
chr1	203161283	203161574	8	0.27395245065219	0.873041926641225
chr5	42572819	42572916	6	0.824338070991043	0.0976288030230514
chr6	112736253	112736368	10	0.32577163377675	0.852372426365591
chr14	46030647	46030821	10	0.453331383151283	0.94883454483839
chr12	58294047	58294305	10	0.679287809209655	0.159119205415832
chr6	92494930	92495179	10	0.317657587451066	0.833030663186927
chr2	67883739	67883902	10	0.277372079159368	0.836379540995697
chr14	44805029	44805289	8	0.317695694849199	0.913801686089268
chr11	28875584	28875846	8	0.735865672244162	0.118157545945337
chr14	39888174	39888342	11	0.392450899360415	0.857471268229454
chr7	35636278	35637005	11	0.738006366316781	0.248701882571618
chrX	76238934	76239266	9	0.295610192493327	0.832124724258135
chr6	78027524	78028410	6	0.805631235828804	0.15437735324649
chr15	44691007	44691195	10	0.348787367248902	0.900980582176488
chrX	6335023	6335127	10	0.375390316108691	0.920181880479082
chr13	1980704	1980780	12	0.791602442076687	0.312289447557365
chr5	11490496	11491029	10	0.244900733035413	0.780956454271312
chr16	75472966	75473196	11	0.351351430011154	0.824940222190606
chr8	81116373	81116563	8	0.711944844759724	0.10090532243373
chr4	105958845	105959029	10	0.772404984182187	0.18969914262756
chr9	31193205	31193813	9	0.783951341389686	0.234500951768466
chr2	105967049	105967184	10	0.603559419294663	0.0670718680405453
chrX	50890399	50890654	10	0.724515938949537	0.168058528717121
chr5	115236196	115236383	8	0.301545548494172	0.897845758883071
chr17	7619998	7620111	12	0.730760850228826	0.223921159931526
chr1	133818309	133818432	8	0.867510475094328	0.256705806860064
chr14	34273035	34273106	10	0.56164216756685	0.0732084506777285
chr8	124069891	124070008	11	0.439946985084366	0.895653835282761
chrX	96519858	96520182	8	0.873150249108143	0.21942700371002
chr8	96406375	96406481	10	0.275870331814354	0.842213615938941
chr17	10852866	10853109	8	0.206612208360789	0.898932893612043
chr5	13381065	13381251	11	0.756918800534936	0.247036155495343
chr2	34293410	34293675	10	0.788095165072968	0.26917584344133
chr16	83483497	83483611	12	0.735000375570609	0.199561970639715
chr10	56084291	56084579	8	0.200061030296464	0.810613373437662
chrX	86575672	86576077	10	0.736447710508816	0.202882146881689
chr3	20713032	20713287	10	0.819079460769569	0.274769175977999
chr4	134713027	134713343	10	0.315371510712241	0.845925941093661
chr4	97778592	97778928	10	0.694441778686886	0.160889618549959
chr1	195520276	195520398	11	0.433912745933961	0.899170248175641
chr3	145142048	145142231	10	0.78830013454096	0.238711177858223
LNAT02013045	17255	17406	10	0.739695779062182	0.214740628574526
chr14	14543268	14543550	10	0.773920637280264	0.238677649228327
chr12	49975789	49975964	10	0.573513979276411	0.0691310050757818
chr12	33097051	33097187	10	0.346550388694235	0.855794978935033
chr1	192407594	192407927	11	0.612451282219408	0.147333553843299
chr1	134614150	134614209	11	0.660015521689033	0.14704095692848
chr4	9816287	9816453	11	0.196683760851769	0.715883927168714
chr11	53169058	53169529	10	0.239818278300777	0.760155028624866
chr4	135700190	135700279	10	0.136095963511855	0.732419537159321
chr11	4588705	4588793	8	0.720239392899764	0.0906549800768317
chr11	21977885	21978181	10	0.812523861138407	0.295731698943762
chr6	56481401	56481563	11	0.368856269538673	0.870545385662928
chr5	37889570	37889774	10	0.292034123783647	0.855196613538696
chr7	19667745	19667997	10	0.742021205113675	0.222643000188879
chr9	70511869	70512065	7	0.757377864872034	0.125900963196168
chr4	74006642	74006841	8	0.342302020855126	0.92244871436849
chr7	45335276	45335694	11	0.634398401422043	0.136396748033825
chr5	116896486	116896698	10	0.673262874205797	0.140529816417372
chr2	166532308	166532471	10	0.341922647626312	0.888051189113383
chr2	64549295	64549400	12	0.800441777511504	0.29830304732256
chr10	82626601	82626726	6	0.138978947972898	0.887876508832681
chr11	21069832	21070138	10	0.115998138906125	0.651215258867092
chr6	32351540	32351843	9	0.297029462137894	0.867847268499661
chr3	77404016	77404404	8	0.818560516534468	0.234649574744914
chr4	39306109	39306275	9	0.275202890944861	0.8429243022147
chrX	11102447	11102723	10	0.639981759879429	0.0879256432830599
LNAT02072968	1639	2498	8	0.726267777497519	0.154415407463078
chr16	84717668	84717836	10	0.343442589671195	0.879782984679344
chr3	5603042	5603292	10	0.603044056838247	0.112790108142196
chr12	15732143	15732311	10	0.693087467402414	0.154156637992451
chr4	91909696	91909968	8	0.275724790559181	0.873899938542663
chr1	114022570	114022694	12	0.670296293797488	0.165741430669905
chr1	122849160	122849540	9	0.400567577799395	0.925843884364186
chr1	136663141	136663400	10	0.354501050968373	0.886406541129743
chr3	136199647	136199894	12	0.77868455747738	0.253118620901903
chr4	89963598	89963868	8	0.219755540823118	0.836307067784788
chr9	85497101	85497270	10	0.74392388285594	0.154163346665216
chr16	28403872	28404132	10	0.547222496944494	0.0612237809325726
chr11	20056912	20057195	10	0.667817783890321	0.141288759679051
chr16	88674181	88674266	12	0.717532275138008	0.232324107324882
chr8	46081537	46081745	10	0.79968599157628	0.268987148891117
chr7	85622834	85623024	10	0.640739602362792	0.110034984224354
chr9	35776149	35776299	10	0.843405228265139	0.281497220369839
chr2	10702538	10702848	11	0.858804038865304	0.382315762392242
chr4	65637334	65637588	10	0.650051506887321	0.111273607929447
chr2	48365600	48365840	11	0.623308018534419	0.13828032732766
chr8	102854210	102854388	8	0.0958444253826732	0.714951797494987
chr9	98227694	98227843	10	0.355737382474372	0.885242788051048
chr17	34732374	34732600	7	0.82757976525186	0.191158784853538
chr8	29092230	29092443	10	0.392061664200422	0.887013964149913
chr12	69650475	69650703	11	0.437720923309658	0.91182459680487
chr7	128459998	128460251	10	0.785343330485934	0.228310101897913
chr6	110579695	110579834	11	0.806442553795643	0.249466669154626
chr14	37114603	37114662	12	0.715777286504284	0.230453579336678
chr8	78735367	78735538	8	0.755559600933611	0.154889964245982
chrX	9548743	9549053	10	0.628355984328493	0.106259685383234
chr5	20346898	20347080	10	0.355232403714101	0.891384171279502
chr7	38140359	38140430	12	0.753877417655219	0.191613394788285
chr5	115033700	115034088	10	0.264560428436112	0.78172985085601
chr13	41572713	41572917	10	0.306317302412653	0.856983729377872
chr2	162295965	162296411	10	0.332091033562995	0.849762883229942
chr1	90260591	90260813	8	0.751942073160533	0.130008201861465
chr9	35104076	35104172	6	0.230813647196089	0.9143455397461
chr9	43248995	43249256	8	0.680189927914361	0.110073039580424
chr14	91929888	91930298	8	0.319921888785779	0.906591016710831
chr6	98461991	98462200	10	0.723632355863223	0.165449489380712
chr16	45466577	45466822	8	0.775610984812422	0.186392770022904
chr6	93378012	93378436	8	0.689986896629942	0.121269544378296
chr2	128005458	128005566	8	0.815071279271879	0.155654733357167
chr8	37837599	37837889	10	0.711443951458931	0.178743443280218
chr10	89463129	89463464	10	0.301079223330157	0.863774046080517
chr6	95761151	95761362	9	0.340361480008779	0.898272673892478
chr6	84619037	84619267	10	0.806655915190678	0.242019630823678
chrX	101014279	101014535	10	0.791188590254841	0.250073684198775
chr14	12264743	12265135	8	0.813680027062878	0.218780059367117
chr4	125149886	125150321	8	0.696140444088806	0.116531351995338
chr6	122569751	122570278	8	0.782664974446354	0.195224354076533
chr6	87098971	87099048	12	0.737820758612315	0.235038684080222
chr6	53177907	53178018	8	0.220484532323378	0.927926294550632
chr10	109288629	109288853	12	0.808150538167889	0.259113524441078
chr11	79775884	79776010	9	0.430677132289513	0.960012012445449
chr4	74069327	74069413	8	0.0721913200116866	0.702387396872957
chr1	133641673	133641825	10	0.552089732035632	0.0624158093177166
chr7	44888943	44889093	10	0.625658894275078	0.100021107512844
LNAT02010361	3022	3107	11	0.390981754221533	0.888244218261044
chr5	34866876	34867110	10	0.775226318436818	0.219895151138569
chr4	130612621	130612760	10	0.283626274777715	0.834381160121679
chr1	103869448	103869523	5	0.10026873708102	0.960713747303734
chr9	5404047	5404169	10	0.304333966036499	0.859780308216174
chr13	20187912	20187964	10	0.828044787751545	0.264154843864828
chr16	2684065	2684359	10	0.719465523227888	0.187045051135917
chr10	47332809	47333891	10	0.372540725652553	0.852839880281649
chr16	66875848	66876082	6	0.73005308952522	0.0632380207760973
chr16	30091036	30091245	10	0.645186903155225	0.114922029335318
chr6	57079467	57079590	13	0.668764299525887	0.132810310380288
chr9	6326936	6327086	11	0.787366574037515	0.280597759640023
chr17	26754679	26754774	10	0.793909527305719	0.212714983384906
chr12	57365070	57365359	10	0.709990060844428	0.177763240204826
chr10	79250942	79251169	10	0.361519221654325	0.875821810264634
chr8	5221337	5221539	8	0.221098750387035	0.857402533334106
