Review Found	Author	Title	Year	Global Region	Country 	Location	PCR N Tested	PCR N Positive	% PCR  Positive	Microscopy N Tested	Microscopy N Positive	% Microscopy  Positive	Historical Transmission	Current Transmission	Setting_20	Setting_15	Setting_10	Setting_5	PCR_Method	Microscopy_Fields	Sampling_Season	Notes
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	West Africa	Ghana	Brong Ahafo	565	231	40.88	565	209	36.99	0.6916	0.3062	High_High	High_High	High_High	High_High	qPCR	200	Wet	
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	East Africa	Kenya	Nyanza	599	262	43.74	599	196	32.72	NA	NA	NA	NA	NA	NA	qPCR	200	Wet	
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	West Africa	Senegal	Fatick	565	15	2.65	565	8	1.42	0.2301	0.0656	High_Low	High_Low	High_Low	High_High	qPCR	200	Wet	
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	East Africa	Tanzania	Tanga	601	108	17.97	601	63	10.48	0.4244	0.0583	High_Low	High_Low	High_Low	High_High	qPCR	200	Wet	
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	West Africa	Burkina Faso	Boucle du Mouhoun	599	457	76.29	599	457	76.29	0.7872	0.5048	High_High	High_High	High_High	High_High	qPCR	200	Wet	
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	West Africa	Burkina Faso	Centre-Sud	599	390	65.11	599	316	52.75	0.7472	0.4605	High_High	High_High	High_High	High_High	qPCR	200	Wet	
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	West Africa	Ghana	Brong Ahafo	600	281	46.83	600	212	35.33	0.6916	0.3062	High_High	High_High	High_High	High_High	qPCR	200	Wet	
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	East Africa	Kenya	Nyanza	599	236	39.40	599	189	31.55	0.3346	0.0984	High_Low	High_Low	High_Low	High_High	qPCR	200	Wet	
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	West Africa	Senegal	Kaolack	556	7	1.26	556	6	1.08	0.3424	0.082	High_Low	High_Low	High_Low	High_High	qPCR	200	Wet	
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	West Africa	Senegal	Fatick	601	14	2.33	601	3	0.50	0.2301	0.0643	High_Low	High_Low	High_Low	High_High	qPCR	200	Wet	
Whittaker et al.	RTS,S Group	Estimating Annual Fluctuations in Malaria Transmission Intensity and in the Use of Malaria Control Interventions in Five Sub-Saharan African Countries	2020	East Africa	Tanzania	Tanga	600	32	5.33	600	18	3.00	0.4244	0.0592	High_Low	High_Low	High_Low	High_High	qPCR	200	Wet	
Whittaker et al.	Serra-Casas	Loop-mediated isothermal DNA amplification for asymptomatic malaria detection in challenging field settings: Technical performance and pilot implementation in the Peruvian Amazon	2017	South America	Peru	NA	1167	79	6.77	1167	6	0.51	NA	NA	NA	NA	NA	NA	RT-PCR	NA	NA	
Whittaker et al.	Sitali	Distribution of Plasmodium species and assessment of performance of diagnostic tools used during a malaria survey in Southern and Western Provinces of Zambia	2019	East Africa	Zambia	Southern and Western	1567	296	18.89	1567	197	12.57	NA	NA	NA	NA	NA	NA	RT-PCR	NA	Wet	
Whittaker et al.	Girma	Prevalence and Epidemiological Characteristics of Asymptomatic Malaria Based on Ultrasensitive Diagnostics: A Cross-sectional Study	2019	East Africa	Ethiopia	Gambela Peoples	523	82	15.68	513	7	1.36	0.1071	0.0138	Low_Low	Low_Low	High_Low	High_Low	qPCR	NA	NA	
Whittaker et al.	Goupeyou-Youmsi	Differential contribution of Anopheles coustani and Anopheles arabiensis to the transmission of Plasmodium falciparum and Plasmodium vivaxin two neighbouring villages of Madagascar	2020	East Africa	Madagascar	Mahajanga	351	39	11.11	351	15	4.27	0.2241	0.0496	High_Low	High_Low	High_Low	High_Low	RT-PCR	500	Wet	
Whittaker et al.	Goupeyou-Youmsi	Differential contribution of Anopheles coustani and Anopheles arabiensis to the transmission of Plasmodium falciparum and Plasmodium vivaxin two neighbouring villages of Madagascar	2020	East Africa	Madagascar	Mahajanga	239	26	10.88	236	13	5.51	0.2241	0.0496	High_Low	High_Low	High_Low	High_Low	RT-PCR	500	Wet	
Whittaker et al.	Howes	Risk Factors for Malaria Infection in Central Madagascar: Insights from a Cross-Sectional Population Survey	2018	East Africa	Madagascar	Antananarivo	2063	145	7.03	2063	47	2.28	0.157	0.0434	Low_Low	High_Low	High_Low	High_Low	PCR-LDR	NA	Wet	
Whittaker et al.	Huang	Prevalence of Clinical and Subclinical Plasmodium falciparum and Plasmodium vivax Malaria in Two Remote Rural Communities on the Myanmar-China Border	2017	Asia&Oceania	Myanmar	NA	419	9	2.15	419	0	0.00	NA	NA	NA	NA	NA	NA	RT-PCR	NA	NA	
Whittaker et al.	Iwagami	The detection of cryptic Plasmodium infection among villagers in Attapeu province, Lao PDR	2017	Asia&Oceania	Lao PDR	NA	719	6	0.83	719	1	0.14	NA	NA	NA	NA	NA	NA	RT-PCR	NA	Wet	
Whittaker et al.	Jiram	Evidence of asymptomatic submicroscopic malaria in low transmission areas in Belaga district, Kapit division, Sarawak, Malaysia	2019	Asia&Oceania	Malaysia	NA	112	27	24.11	112	0	0.00	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Whittaker et al.	Jiram	Evidence of asymptomatic submicroscopic malaria in low transmission areas in Belaga district, Kapit division, Sarawak, Malaysia	2019	Asia&Oceania	Malaysia	NA	139	40	28.78	139	0	0.00	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Whittaker et al.	Kagaya	Malaria resurgence after significant reduction by mass drug administration on Ngodhe Island, Kenya	2019	East Africa	Kenya	Nyanza	297	32	10.77	297	28	9.43	0.3346	0.0984	High_Low	High_Low	High_Low	High_High	Nested	NA	NA	
Whittaker et al.	Kang	Comparison of the diagnostic performance of microscopic examination with nested polymerase chain reaction for optimum malaria diagnosis in Upper Myanmar	2017	Asia&Oceania	Myanmar	NA	800	23	2.88	800	0	0.00	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Whittaker et al.	Katrak	Performance of Loop-Mediated Isothermal Amplification for the Identification of Submicroscopic Plasmodium falciparum Infection in Uganda	2017	East Africa	Uganda	Tororo	310	125	40.32	310	83	26.77	0.8192	0.1527	High_Low	High_High	High_High	High_High	qPCR	NA	NA	
Whittaker et al.	Kattenberg	Characterization of Plasmodium falciparum and Plasmodium vivax recent exposure in an area of significantly decreased transmission intensity in Central Vietnam	2018	Asia&Oceania	Vietnam	NA	858	2	0.23	858	1	0.12	NA	NA	NA	NA	NA	NA	qPCR	1000	NA	
Whittaker et al.	Keffale	Serological evidence for a decline in malaria transmission following major scale-up of control efforts in a setting selected for Plasmodium vivax and Plasmodium falciparum malaria elimination in Babile district, Oromia, Ethiopia	2019	East Africa	Ethiopia	Oromia	85	6	7.06	85	0	0.00	0.0318	0.0021	Low_Low	Low_Low	Low_Low	Low_Low	Nested	NA	NA	
Whittaker et al.	Keffale	Serological evidence for a decline in malaria transmission following major scale-up of control efforts in a setting selected for Plasmodium vivax and Plasmodium falciparum malaria elimination in Babile district, Oromia, Ethiopia	2019	East Africa	Ethiopia	Oromia	94	18	19.15	94	5	5.32	0.0318	0.0021	Low_Low	Low_Low	Low_Low	Low_Low	Nested	NA	NA	
Whittaker et al.	Keffale	Serological evidence for a decline in malaria transmission following major scale-up of control efforts in a setting selected for Plasmodium vivax and Plasmodium falciparum malaria elimination in Babile district, Oromia, Ethiopia	2019	East Africa	Ethiopia	Oromia	73	4	5.48	73	0	0.00	0.0318	0.0021	Low_Low	Low_Low	Low_Low	Low_Low	Nested	NA	NA	
Whittaker et al.	Keffale	Serological evidence for a decline in malaria transmission following major scale-up of control efforts in a setting selected for Plasmodium vivax and Plasmodium falciparum malaria elimination in Babile district, Oromia, Ethiopia	2019	East Africa	Ethiopia	Oromia	128	4	3.13	128	3	2.34	0.0318	0.0021	Low_Low	Low_Low	Low_Low	Low_Low	Nested	NA	NA	
Whittaker et al.	Keffale	Serological evidence for a decline in malaria transmission following major scale-up of control efforts in a setting selected for Plasmodium vivax and Plasmodium falciparum malaria elimination in Babile district, Oromia, Ethiopia	2019	East Africa	Ethiopia	Oromia	102	1	0.98	102	0	0.00	0.0318	0.0021	Low_Low	Low_Low	Low_Low	Low_Low	Nested	NA	NA	
Whittaker et al.	Keffale	Serological evidence for a decline in malaria transmission following major scale-up of control efforts in a setting selected for Plasmodium vivax and Plasmodium falciparum malaria elimination in Babile district, Oromia, Ethiopia	2019	East Africa	Ethiopia	Oromia	89	8	8.99	81	4	4.94	0.0318	0.0021	Low_Low	Low_Low	Low_Low	Low_Low	Nested	NA	NA	
Whittaker et al.	Keffale	Serological evidence for a decline in malaria transmission following major scale-up of control efforts in a setting selected for Plasmodium vivax and Plasmodium falciparum malaria elimination in Babile district, Oromia, Ethiopia	2019	East Africa	Ethiopia	Oromia	70	6	8.57	70	1	1.43	0.0318	0.0021	Low_Low	Low_Low	Low_Low	Low_Low	Nested	NA	NA	
Whittaker et al.	Keffale	Serological evidence for a decline in malaria transmission following major scale-up of control efforts in a setting selected for Plasmodium vivax and Plasmodium falciparum malaria elimination in Babile district, Oromia, Ethiopia	2019	East Africa	Ethiopia	Oromia	70	1	1.43	70	0	0.00	0.0318	0.0021	Low_Low	Low_Low	Low_Low	Low_Low	Nested	NA	NA	
Whittaker et al.	Keffale	Serological evidence for a decline in malaria transmission following major scale-up of control efforts in a setting selected for Plasmodium vivax and Plasmodium falciparum malaria elimination in Babile district, Oromia, Ethiopia	2019	East Africa	Ethiopia	Oromia	93	2	2.15	93	1	1.08	0.0318	0.0021	Low_Low	Low_Low	Low_Low	Low_Low	Nested	NA	NA	
Whittaker et al.	Keffale	Serological evidence for a decline in malaria transmission following major scale-up of control efforts in a setting selected for Plasmodium vivax and Plasmodium falciparum malaria elimination in Babile district, Oromia, Ethiopia	2019	East Africa	Ethiopia	Oromia	58	1	1.72	58	0	0.00	0.0318	0.0021	Low_Low	Low_Low	Low_Low	Low_Low	Nested	NA	NA	
Whittaker et al.	Koepfli	Multiplicity of Infection Is a Poor Predictor of Village-Level Plasmodium vivax and P. falciparum Population Prevalence in the Southwest Pacific	2018	Asia&Oceania	Papua New Guinea	NA	2087	390	18.69	2087	154	7.38	NA	NA	NA	NA	NA	NA	qPCR	NA	NA	
Whittaker et al.	Koepfli	Multiplicity of Infection Is a Poor Predictor of Village-Level Plasmodium vivax and P. falciparum Population Prevalence in the Southwest Pacific	2018	Asia&Oceania	Papua New Guinea	NA	2531	228	9.01	2531	68	2.69	NA	NA	NA	NA	NA	NA	qPCR	NA	NA	
Whittaker et al.	Koepfli	Multiplicity of Infection Is a Poor Predictor of Village-Level Plasmodium vivax and P. falciparum Population Prevalence in the Southwest Pacific	2018	Asia&Oceania	Solomon Islands	NA	3501	5	0.14	3501	4	0.11	NA	NA	NA	NA	NA	NA	qPCR	NA	NA	
Whittaker et al.	Portugal	Treatment of Chronic Asymptomatic Plasmodium falciparum Infection Does Not Increase the Risk of Clinical Malaria Upon Reinfection	2017	West Africa	Mali	Koulikoro	695	317	45.61	695	183	26.33	0.4703	0.2656	High_High	High_High	High_High	High_High	Nested	300	Wet	
Whittaker et al.	Robortella	Prospective assessment of malaria infection in a semi-isolated Amazonian indigenous Yanomami community: Transmission heterogeneity and predominance of submicroscopic infection	2020	South America	Brazil	NA	707	7	0.99	707	1	0.14	NA	NA	NA	NA	NA	NA	qPCR	NA	Dry	
Whittaker et al.	Robortella	Prospective assessment of malaria infection in a semi-isolated Amazonian indigenous Yanomami community: Transmission heterogeneity and predominance of submicroscopic infection	2020	South America	Brazil	NA	707	6	0.85	707	2	0.28	NA	NA	NA	NA	NA	NA	qPCR	NA	Dry	
Whittaker et al.	Robortella	Prospective assessment of malaria infection in a semi-isolated Amazonian indigenous Yanomami community: Transmission heterogeneity and predominance of submicroscopic infection	2020	South America	Brazil	NA	707	8	1.13	707	0	0.00	NA	NA	NA	NA	NA	NA	qPCR	NA	Wet	
Whittaker et al.	Liu	Geographical heterogeneity in prevalence of subclinical malaria infections at sentinel endemic sites of Myanmar	2019	Asia&Oceania	Myanmar	NA	1991	65	3.26	1991	13	0.65	NA	NA	NA	NA	NA	NA	Nested	NA	Wet	
Whittaker et al.	Roman	Asymptomatic Plasmodium malariae infections in children from suburban areas of Yaounde, Cameroon	2018	West Africa	Cameroon	Littoral	236	132	55.93	236	92	38.98	0.1023	0.0694	Low_Low	Low_Low	High_Low	High_High	Nested	200	NA	
Whittaker et al.	Nyunt	Molecular Evidence of Drug Resistance in Asymptomatic Malaria Infections, Myanmar, 2015	2017	Asia&Oceania	Myanmar	NA	1180	4	0.34	1180	0	0.00	NA	NA	NA	NA	NA	NA	Nested	1000	NA	
Whittaker et al.	Miguel	Asymptomatic Plasmodium infection in a residual malaria transmission area in the Atlantic Forest region: Implications for elimination	2019	South America	Brazil	NA	324	1	0.31	324	0	0.00	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Whittaker et al.	Moreno-Gutierrez	Effectiveness of a Malaria Surveillance Strategy Based on Active Case Detection during High Transmission Season in the Peruvian Amazon	2018	South America	Peru	NA	822	69	8.39	822	3	0.36	NA	NA	NA	NA	NA	NA	qPCR	NA	Wet	
Whittaker et al.	Kyei-Baafour	Impact of an Irrigation Dam on the Transmission and Diversity of Plasmodium falciparum in a Seasonal Malaria Transmission Area of Northern Ghana	2020	West Africa	Ghana	Upper East	69	67	97.10	69	18	26.09	0.6532	0.6762	High_High	High_High	High_High	High_High	Nested	500	Dry	
Whittaker et al.	Kyei-Baafour	Impact of an Irrigation Dam on the Transmission and Diversity of Plasmodium falciparum in a Seasonal Malaria Transmission Area of Northern Ghana	2020	West Africa	Ghana	Upper East	66	48	72.73	66	12	18.18	0.6532	0.6762	High_High	High_High	High_High	High_High	Nested	500	Wet	
Whittaker et al.	Kyei-Baafour	Impact of an Irrigation Dam on the Transmission and Diversity of Plasmodium falciparum in a Seasonal Malaria Transmission Area of Northern Ghana	2020	West Africa	Ghana	Upper East	65	43	66.15	65	12	18.46	0.6532	0.6762	High_High	High_High	High_High	High_High	Nested	500	Dry	
Whittaker et al.	Kyei-Baafour	Impact of an Irrigation Dam on the Transmission and Diversity of Plasmodium falciparum in a Seasonal Malaria Transmission Area of Northern Ghana	2020	West Africa	Ghana	Upper East	88	53	60.23	88	24	27.27	0.6532	0.6762	High_High	High_High	High_High	High_High	Nested	500	Wet	
Whittaker et al.	RodriguezVasquez	Low Frequency of Asymptomatic and Submicroscopic Plasmodial Infections in UrabÃ¡ Region in Colombia	2018	South America	Colombia	NA	227	2	0.88	399	2	0.50	NA	NA	NA	NA	NA	NA	Nested	200	NA	
Whittaker et al.	Idris	Naturally acquired antibody response to Plasmodium falciparum describes heterogeneity in transmission on islands in Lake Victoria	2017	East Africa	Kenya	Nyanza	1239	709	57.22	1239	397	32.04	0.3346	0.1047	High_Low	High_Low	High_High	High_High	Nested	200	Dry	
Whittaker et al.	Idris	Naturally acquired antibody response to Plasmodium falciparum describes heterogeneity in transmission on islands in Lake Victoria	2017	East Africa	Kenya	Nyanza	1947	786	40.37	1947	362	18.59	0.3346	0.1047	High_Low	High_Low	High_High	High_High	Nested	200	Dry	
Whittaker et al.	Idris	Naturally acquired antibody response to Plasmodium falciparum describes heterogeneity in transmission on islands in Lake Victoria	2017	East Africa	Kenya	Nyanza	888	125	14.08	888	37	4.17	0.3346	0.1047	High_Low	High_Low	High_High	High_High	Nested	200	Dry	
Whittaker et al.	Idris	Naturally acquired antibody response to Plasmodium falciparum describes heterogeneity in transmission on islands in Lake Victoria	2017	East Africa	Kenya	Nyanza	336	54	16.07	336	21	6.25	0.3346	0.1047	High_Low	High_Low	High_High	High_High	Nested	200	Dry	
Whittaker et al.	Idris	Naturally acquired antibody response to Plasmodium falciparum describes heterogeneity in transmission on islands in Lake Victoria	2017	East Africa	Kenya	Nyanza	634	71	11.20	634	39	6.15	0.3346	0.1047	High_Low	High_Low	High_High	High_High	Nested	200	Dry	
Whittaker et al.	Koepfli	Sustained Malaria Control Over an 8-Year Period in Papua New Guinea: The Challenge of Low-Density Asymptomatic Plasmodium Infections	2017	Asia&Oceania	Papua New Guinea	NA	1280	539	42.11	1280	435	33.98	NA	NA	NA	NA	NA	NA	qPCR	NA	Dry	
Whittaker et al.	Koepfli	Sustained Malaria Control Over an 8-Year Period in Papua New Guinea: The Challenge of Low-Density Asymptomatic Plasmodium Infections	2017	Asia&Oceania	Papua New Guinea	NA	2117	396	18.71	2117	156	7.37	NA	NA	NA	NA	NA	NA	qPCR	NA	Dry	
Whittaker et al.	Koepfli	Sustained Malaria Control Over an 8-Year Period in Papua New Guinea: The Challenge of Low-Density Asymptomatic Plasmodium Infections	2017	Asia&Oceania	Papua New Guinea	NA	2517	226	8.98	2517	69	2.74	NA	NA	NA	NA	NA	NA	qPCR	NA	Dry	
Whittaker et al.	Lamptey	The prevalence of submicroscopic Plasmodium falciparum gametocyte carriage and multiplicity of infection in children, pregnant women and adults in a low malaria transmission area in Southern Ghana	2018	West Africa	Ghana	Greater Accra	184	15	8.15	184	6	3.26	0.3588	0.169	High_Low	High_High	High_High	High_High	Nested	200	Dry	
Whittaker et al.	Lamptey	The prevalence of submicroscopic Plasmodium falciparum gametocyte carriage and multiplicity of infection in children, pregnant women and adults in a low malaria transmission area in Southern Ghana	2018	West Africa	Ghana	Greater Accra	184	47	25.54	184	5	2.72	0.3588	0.1483	High_Low	High_Low	High_High	High_High	Nested	200	Dry	
Whittaker et al.	Lamptey	The prevalence of submicroscopic Plasmodium falciparum gametocyte carriage and multiplicity of infection in children, pregnant women and adults in a low malaria transmission area in Southern Ghana	2018	West Africa	Ghana	Greater Accra	184	40	21.74	184	9	4.89	0.3588	0.1483	High_Low	High_Low	High_High	High_High	Nested	200	Wet	
Whittaker et al.	Lamptey	The prevalence of submicroscopic Plasmodium falciparum gametocyte carriage and multiplicity of infection in children, pregnant women and adults in a low malaria transmission area in Southern Ghana	2018	West Africa	Ghana	Greater Accra	184	32	17.39	184	2	1.09	0.3588	0.1483	High_Low	High_Low	High_High	High_High	Nested	200	Wet	
Whittaker et al.	Lamptey	The prevalence of submicroscopic Plasmodium falciparum gametocyte carriage and multiplicity of infection in children, pregnant women and adults in a low malaria transmission area in Southern Ghana	2018	West Africa	Ghana	Greater Accra	154	10	6.49	154	2	1.30	0.3588	0.169	High_Low	High_High	High_High	High_High	Nested	200	Dry	
Whittaker et al.	Lamptey	The prevalence of submicroscopic Plasmodium falciparum gametocyte carriage and multiplicity of infection in children, pregnant women and adults in a low malaria transmission area in Southern Ghana	2018	West Africa	Ghana	Greater Accra	154	9	5.84	154	3	1.95	0.3588	0.1483	High_Low	High_Low	High_High	High_High	Nested	200	Dry	
Whittaker et al.	Lamptey	The prevalence of submicroscopic Plasmodium falciparum gametocyte carriage and multiplicity of infection in children, pregnant women and adults in a low malaria transmission area in Southern Ghana	2018	West Africa	Ghana	Greater Accra	154	26	16.88	154	6	3.90	0.3588	0.1483	High_Low	High_Low	High_High	High_High	Nested	200	Wet	
Whittaker et al.	Lamptey	The prevalence of submicroscopic Plasmodium falciparum gametocyte carriage and multiplicity of infection in children, pregnant women and adults in a low malaria transmission area in Southern Ghana	2018	West Africa	Ghana	Greater Accra	154	20	12.99	154	3	1.95	0.3588	0.1483	High_Low	High_Low	High_High	High_High	Nested	200	Wet	
Whittaker et al.	vanEijk	Malaria in Sundargarh district, Odisha, India: Epidemiological and behavioral aspects from surveys	2020	Asia&Oceania	India	NA	443	5	1.13	443	2	0.45	NA	NA	NA	NA	NA	NA	Nested	350	NA	
Whittaker et al.	vanEijk	Malaria in Sundargarh district, Odisha, India: Epidemiological and behavioral aspects from surveys	2020	Asia&Oceania	India	NA	552	32	5.80	552	24	4.35	NA	NA	NA	NA	NA	NA	Nested	350	NA	
Whittaker et al.	vanEijk	Malaria in Sundargarh district, Odisha, India: Epidemiological and behavioral aspects from surveys	2020	Asia&Oceania	India	NA	312	55	17.63	312	38	12.18	NA	NA	NA	NA	NA	NA	Nested	350	NA	
Whittaker et al.	vanEijk	The burden of submicroscopic and asymptomatic malaria in India revealed from epidemiology studies at three varied transmission sites in India	2019	Asia&Oceania	India	NA	928	5	0.54	928	0	0.00	NA	NA	NA	NA	NA	NA	Nested	350	NA	
Whittaker et al.	vanEijk	The burden of submicroscopic and asymptomatic malaria in India revealed from epidemiology studies at three varied transmission sites in India	2019	Asia&Oceania	India	NA	796	18	2.26	796	16	2.01	NA	NA	NA	NA	NA	NA	Nested	350	NA	
Whittaker et al.	vanEijk	The burden of submicroscopic and asymptomatic malaria in India revealed from epidemiology studies at three varied transmission sites in India	2019	Asia&Oceania	India	NA	1307	89	6.81	1307	63	4.82	NA	NA	NA	NA	NA	NA	Nested	350	NA	
Whittaker et al.	Rosas-Aguirre	Micro-heterogeneity of malaria transmission in the Peruvian Amazon: a baseline assessment underlying a population-based cohort study	2017	South America	Peru	NA	777	9	1.16	829	2	0.24	NA	NA	NA	NA	NA	NA	qPCR	200	Wet	
Whittaker et al.	Rosas-Aguirre	Micro-heterogeneity of malaria transmission in the Peruvian Amazon: a baseline assessment underlying a population-based cohort study	2017	South America	Peru	NA	1013	26	2.57	1112	0	0.00	NA	NA	NA	NA	NA	NA	qPCR	200	Wet	
Whittaker et al.	Rosas-Aguirre	Temporal and micro-spatial heterogeneity in transmission dynamics of co-endemic Plasmodium vivax and Plasmodium falciparum in two rural cohort populations in the Peruvian Amazon	2020	South America	Peru	NA	4846	166	3.43	4846	8	0.17	NA	NA	NA	NA	NA	NA	qPCR	NA	NA	
Whittaker et al.	Rosas-Aguirre	Temporal and micro-spatial heterogeneity in transmission dynamics of co-endemic Plasmodium vivax and Plasmodium falciparum in two rural cohort populations in the Peruvian Amazon	2020	South America	Peru	NA	5590	190	3.40	5590	11	0.20	NA	NA	NA	NA	NA	NA	qPCR	NA	NA	
Whittaker et al.	Obboh	Large Variations in Malaria Parasite Carriage by Afebrile School Children Living in Nearby Communities in the Central Region of Ghana	2020	West Africa	Ghana	Central	528	140	26.52	528	53	10.04	0.5451	0.3525	High_High	High_High	High_High	High_High	Nested	200	NA	
Whittaker et al.	Amaral	Ribosomal and non-ribosomal PCR targets for the detection of low-density and mixed malaria infections	2019	South America	Brazil	NA	324	2	0.62	324	1	0.31	NA	NA	NA	NA	NA	NA	Nested	NA	NA	
Whittaker et al.	Amaral	Ribosomal and non-ribosomal PCR targets for the detection of low-density and mixed malaria infections	2019	South America	Brazil	NA	324	15	4.63	324	1	0.31	NA	NA	NA	NA	NA	NA	qPCR	NA	NA	
Whittaker et al.	Lo	Plasmodium malariae Prevalence and csp Gene Diversity, Kenya, 2014 and 2015	2017	East Africa	Kenya	Nyanza	133	70	52.63	133	54	40.60	NA	NA	NA	NA	NA	NA	Nested	200	NA	
Whittaker et al.	Ngasala	Diagnostic Performance of Malaria Rapid Diagnostic Test and Microscopy Compared with PCR for Detection of Plasmodium falciparum Infections among Primary Schoolchildren in Kibiti District, Eastern Tanzania: An Area with Moderate Malaria Transmission	2019	East Africa	Tanzania	Pwani	316	58	18.35	316	48	15.19	0.5407	0.1128	High_Low	High_Low	High_High	High_High	qPCR	200	Dry	
Whittaker et al.	Mosawi	Evaluation of Asymptomatic Malaria Status in Eastern of Afghanistan Using High Resolution Melting Analysis	2020	Asia&Oceania	Afghanistan	NA	296	20	6.76	296	3	1.01	NA	NA	NA	NA	NA	NA	Semi-Nested	NA	NA	
Whittaker et al.	Mwesigwa	Residual malaria transmission dynamics varies across The Gambia despite high coverage of control interventions	2017	West Africa	Gambia	NA	1537	119	7.74	1537	74	4.81	NA	NA	NA	NA	NA	NA	Nested	200	Wet	
Whittaker et al.	Mwesigwa	Residual malaria transmission dynamics varies across The Gambia despite high coverage of control interventions	2017	West Africa	Gambia	NA	3712	260	7.00	3712	184	4.96	NA	NA	NA	NA	NA	NA	Nested	200	Wet	
Whittaker et al.	Mwesigwa	Residual malaria transmission dynamics varies across The Gambia despite high coverage of control interventions	2017	West Africa	Gambia	NA	3259	279	8.56	3259	193	5.92	NA	NA	NA	NA	NA	NA	Nested	200	Wet	
Whittaker et al.	Mwesigwa	Residual malaria transmission dynamics varies across The Gambia despite high coverage of control interventions	2017	West Africa	Gambia	NA	2930	212	7.24	2930	156	5.32	NA	NA	NA	NA	NA	NA	Nested	200	Wet	
Whittaker et al.	Mwesigwa	Residual malaria transmission dynamics varies across The Gambia despite high coverage of control interventions	2017	West Africa	Gambia	NA	3172	410	12.93	3172	341	10.75	NA	NA	NA	NA	NA	NA	Nested	200	Wet	
Whittaker et al.	Mwesigwa	Residual malaria transmission dynamics varies across The Gambia despite high coverage of control interventions	2017	West Africa	Gambia	NA	3592	638	17.76	3592	521	14.50	NA	NA	NA	NA	NA	NA	Nested	200	Wet	
Whittaker et al.	Mwesigwa	Residual malaria transmission dynamics varies across The Gambia despite high coverage of control interventions	2017	West Africa	Gambia	NA	3334	520	15.60	3334	355	10.65	NA	NA	NA	NA	NA	NA	Nested	200	Wet	
Whittaker et al.	Mwesigwa	Residual malaria transmission dynamics varies across The Gambia despite high coverage of control interventions	2017	West Africa	Gambia	NA	3173	338	10.65	3173	208	6.56	NA	NA	NA	NA	NA	NA	Nested	200	Dry	
Whittaker et al.	Vasquez-Jimenez	Consistent prevalence of asymptomatic infections in malaria endemic populations in Colombia over time	2016	South America	Colombia	NA	800	7	0.88	800	0	0.00	NA	NA	NA	NA	NA	NA	qPCR	200	NA	
Whittaker et al.	Vasquez-Jimenez	Consistent prevalence of asymptomatic infections in malaria endemic populations in Colombia over time	2016	South America	Colombia	NA	1133	17	1.50	1133	0	0.00	NA	NA	NA	NA	NA	NA	qPCR	200	NA	
Whittaker et al.	Vasquez-Jimenez	Consistent prevalence of asymptomatic infections in malaria endemic populations in Colombia over time	2016	South America	Colombia	NA	1126	28	2.49	1126	0	0.00	NA	NA	NA	NA	NA	NA	qPCR	200	NA	
Okell et al.	Vafa	Associations between the IL‐4 ‐590 T allele and Plasmodium falciparum infection prevalence in asymptomatic Fulani of Mali	2007	West Africa	Mali	Mopti	212	85	40.09	212	34	16.04	0.4987	0.4858	High_High	High_High	High_High	High_High	Nested	NA	Wet	
Okell et al.	Vafa	Associations between the IL‐4 ‐590 T allele and Plasmodium falciparum infection prevalence in asymptomatic Fulani of Mali	2007	West Africa	Mali	Mopti	214	66	30.84	214	32	14.95	0.4987	0.4858	High_High	High_High	High_High	High_High	Nested	NA	Wet	
Okell et al.	Roper	Detection of very low level Plasmodium falciparum infections using the nested polymerase chain reaction and a reassessment of the epidemiology of unstable malaria in Sudan	1996	East Africa	Sudan	Gadaref	79	10	12.66	79	2	2.53	0.0293	0.0293	Low_Low	Low_Low	Low_Low	Low_Low	Nested	200	Dry	
