Data source	Date of update	Product name	Alternative name	Product type	Non-traditionals categories	Antibacterial class	Indications	Route of administration	R&D phase	Clinical trials	Developer	Pathogen category	Pathogen name	Pathogen activity	Active against priority pathogens?	Innovative?	NCE?	Mycobacterium tuberculosis	Clostridioides difficile
WHO AMR pipeline analysis	Nov-21	LSVT-1701	Tonabacase, SAL200	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase II	NCT03089697, NCT03446053	 Roivant Sciences/iNtRON Biotechnology	Priority pathogens	All critical priority pathogens	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	LSVT-1701	Tonabacase, SAL200	Non-traditional	Bacteriophages and phage-derived enzymes	Phage endolysin	S. aureus bacteremia	IV	Phase II	NCT03089697, NCT03446053	 Roivant Sciences/iNtRON Biotechnology	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	MRX-8	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nacubactam + meropenem	OP0595	Antibiotics	NA	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	All critical priority pathogens	Critical priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Critical priority pathogens	Critical priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Enterobacterales	Critical priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	N/A	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Nafithromycin	WCK 4873	Antibiotics	NA	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	No	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Enterobacterales	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	All critical priority pathogens	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	OligoG	CF-5/20	Non-traditional	Miscellaneous	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	All critical priority pathogens	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	Phage		Non-traditional	Bacteriophages and phage-derived enzymes	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	N/A	N/A	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2014	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Other priority pathogens	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Helicobacter pylori	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Enterococcus faecium	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Campylobacter spp.	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Possibly	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX7728 + QPX2015	-	Antibiotics	NA	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX9003	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
WHO AMR pipeline analysis	Nov-21	QPX9003	-	Antibiotics	NA	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Staphylococcus aureus	Other priority pathogens	N/A	Inconclusive	Yes	NA	NA
